Address,LocationName
"PO Box 413, Milwaukee, WI 53211",University of Wisconsin - Milwaukee
"1 University Plz, Platteville, WI 53818-3001",University of Wisconsin - Platteville
"410 S 3rd St, River Falls, WI 54022",University of Wisconsin - River Falls
"2100 Main St, Stevens Point, WI 54481",University of Wisconsin - Stevens Point
"125 College Dr, Casper, WY 82601-4699",Casper College
"2660 Peck Avenue, Riverton, WY 82501",Central Wyoming College
"3200 West C St, Torrington, WY 82240-1699",Eastern Wyoming College
"1400 E College Dr, Cheyenne, WY 82007-3299",Laramie County Community College
"231 W 6th St, Powell, WY 82435",Northwest College
"1 Whitney Way, Sheridan, WY 82801",Northern Wyoming Community College District - Sheridan College
"2500 College Dr, Rock Springs, WY 82902-0428",Western Wyoming Community College
"207 West 18 Street, Cheyenne, WY 82001",Cheeks Beauty Academy
"1889 Venture Drive, Laramie, WY 82070",WyoTech - Laramie
"1000 E. University Ave., Laramie, WY 82071",University of Wyoming
"PO Box 2609, Pago Pago, AS 96799-2609",American Samoa Community College
"Sesame Street, Mangilao, GU 96913",Guam Community College
"303 University Drive, UOG Station, Mangilao, GU 96923",University of Guam
"PO Box 501250, Saipan, MP 96950",Northern Marianas College
"199 Llorens Torres Ave Corner To Coll y Toste St, Arecibo, PR 00613",Institute of Beauty Careers
"Carretera #2, #1685, Km. 11.2, Bayamon, PR 00959",Educational Technical College - Bayamon
"P. O. Box 2037, Bayamon, PR 00960-2037",American University of Puerto Rico
"45 Santa Cruz Street, Bayamon, PR 00961",American Educational College - Bayamon
"1911 Cayey Street, Santurce, PR 00909",Antilles College of Health
"Carr 106 Km 2.2 Int, Mayaguez, PR 00681",Universidad Adventista de las Antillas
"Colton St. # 9, Guaynabo, PR 00970",Atlantic Universty College
"Avenida Zaya Verde La Milagrosa Barrio Hato Tejas, Bayamon, PR 00959-1725",Universidad Central de Bayamon
"P. O. Box 9023711, San Juan, PR 00902-3711",Carlos Albizu University
"Box 493, Road 167 Km. 21.2, Bayamon, PR 00959-0493",Caribbean University
"2250 Boulevard Luis A. Ferre Aguayo, Ponce, PR 00717-9997",Pontifical Catholic University of Puerto Rico
"1206  13th. Street  Ext San Agustin, San Juan, PR 00926-1931",CEM College
"Road 848 Km. Pablo Marquez, Saint Just, Trujillo Alto, PR 00978",Theological University of the Caribbean
"Avenida F D Roosevelt 1251 Puerto Nuevo, San Juan, PR 00920",Colegio Tecnico Metropolitano
"180 Jose Oliver St Tres Monjitas  Ind. Park, San Juan, PR 00918",Colegio Universitario de San Juan
"Po Box 21150, Cupey, PR 00928-1345",Universidad Ana G. Mendez ? Cupey Campus
"Ave. Ponce de Le?n 951, San Juan, PR 00907",Conservatory of Music of Puerto Rico
"Calle Del Cristo #52, San Juan, PR 00902-3970",Centro de Estudios Avanzados de Puerto Rico y El Caribe
"Calle Munoz Rivera 9 Oeste, Mayaguez, PR 00680",Emma's Beauty Academy
"Barrio Ballaja Campo Del Morro, San Juan, PR 00902-1112",Escuela de Artes Plasticas y Diseno de Puerto Rico
"776 Ponce De Leon, San Juan, PR 00925",Evangelical Seminary of Puerto Rico
"P.O. Box 2010, Carolina, PR 00984",Sistema Universitario Ana G Mendez
"P. O. Box 8429, Caguas, PR 00726",Huertas College
"Georgetti St. #69, Humacao, PR 00792",Humacao Community College
"P.O.BOX 1091, Manati, PR 00674",PR Technological Institute Manati Campus
"Carr#189 Km 6.0, Gurabo, PR 00778",Hispanic American College
"602 Barbosa  Avenue, San Juan, PR 00917",National University College- IBC Institute
"Calle Paseo del Pueblo #2 Apartado 150, Guayama, PR 00785-0000",PR Technological Institute Guayama Campus
"4820 Candido Hoyos Urb. Perla Del Sur, Ponce, PR 00732-7284",PR Technological Institute Ponce Campus
"Calle Alegria Final Urb las Virtudes, San Juan, PR 00924",PR Technological Institute San Juan Campus
"P. O. Box 5100, San German, PR 00683",Inter American University of Puerto Rico San German
"Call Box 20000, Aguadilla, PR 00605",Inter American University of Puerto Rico Aguadilla
"P. O. Box 4050, Arecibo, PR 00614-4050",Inter American University of Puerto Rico Arecibo
"P. O. Box 517, Barranquitas, PR 00794-0517",Inter American University of Puerto Rico Barranquitas
"P. O. Box 191293, San Juan, PR 00919-1293",Inter American University of Puerto Rico Metropolitan Campus
"104 Turpo Industrial Park Road #1, Mercedita, PR 00715-1602",Inter American University of Puerto Rico Ponce
"Call Box 70003, Fajardo, PR 00738-7003",Inter American University of Puerto Rico Fajardo
"Call Box 10004, Guayama, PR 00785",Inter American University of Puerto Rico Guayama
"500 Road 830, Bayamon, PR 00957",Inter American University of Puerto Rico Bayamon
"P. O. Box 70351, Bayamon, PR 00957",Inter American University of Puerto Rico School of Law
"Ponce de Leon Ave #703 Hato Rey, San Juan, PR 00917",Puerto Rico Technical Junior College Inc
"104 Loaiza Cordero St, San Juan, PR 00918-3325",International Technical College
"405 Ponce de Leon Ave., Hato Rey, PR 00919-2346",Liceo de Arte y Tecnologia
"1256 Ponce de Leon Ave., Santurce, PR 00907-3917",MBTI Business Training Institute
"Betances #20 Corner Degetau, Bayamon, PR 00961",Modern Hairstyling Institute - Bayamon
"Vista Azul Shopping Center #2 Km.30.0, Arecibo, PR 00612",Modern Hairstyling Institute - Arecibo
"PO Box 2036, Bayamon, PR 00961",National University College - Bayamon
"Esq Acacia L 1213 Villa Flores Urb, Ponce, PR 00716-2901",Ponce Paramedical College
"P.O. Box 7004, Ponce, PR 00732",Ponce School of Medicine and Health Sciences
"1349 Salud St., Ponce, PR 00717-2017",Ponce Technical School
"P.O. Box 6150, Aguadilla, PR 00604-6150",University of Puerto Rico - Aguadilla
"P. O. Box 4010, Arecibo, PR 00614-4010",University of Puerto Rico - Arecibo
"Road 174 #170 Minillas Industrial Park, Bayamon, PR 00959-1919",University of Puerto Rico - Bayamon
"P. O. Box 4800, Carolina, PR 00984-4800",University of Puerto Rico - Carolina
"Antonio R. Barcelo Avenue, Cayey, PR 00736",University of Puerto Rico - Cayey
"Avenida Jose E. Aguiar Aramburu  Carretera 908 Km 1.2, Humacao, PR 00792",University of Puerto Rico - Humacao
"P. O. Box 2500, Utuado, PR 00641",University of Puerto Rico - Utuado
"Call Box 9000, Mayaguez, PR 00681",University of Puerto Rico - Mayaguez
"P. O. Box 365067, San Juan, PR 00936-5067",University of Puerto Rico - Medical Sciences Campus
"P.O. Box 7186, Santiago De Los Caballeros Avenue, Ponce, PR 00732-7186",UPR - Ponce
"P. O. Box 23300, San Juan, PR 00931-3300",University of Puerto Rico - Rio Piedras Campus
"P. O. Box 2010, Carolina, PR 00984-2010",Universidad Ana G. Mendez ? Carolina Campus
"Ponce De Leon #1057, Rio Piedras, PR 00926",Mech-Tech College dba Ramirez College of Business and Technology
"PO Box 12383, San Juan, PR 00907",University of the Sacred Heart
"Ramon Ruiz Arnau University Hospital Laurel Ave, Bayamon, PR 00960-6032",Universidad Central Del Caribe
"Box 192017, San Juan, PR 00919-2017",Universidad Politecnica de Puerto Rico
"Carr. # 189 Km 3.1, Gurabo, PR 00778-3030",Universidad Ana G. Mendez ? Gurabo Campus
"PO Box 159 Kolonia, Pohnpei, FM 96941",College of Micronesia-FSM
"Medalaii, Koror, PW 96940",Palau Community College
"2 John Brewers Bay, Charlotte Amalie, VI 00802-6025",University of the Virgin Islands
"450 Serra Mall, Stanford, CA 94305-2061",Stanford University
"Hovde Hall of Administration, West Lafayette, IN 47907-2040",Purdue University
"800 Randolph St, Canton, MA 02021",Blue Hills Regional Technical School
"244 Route 306, Monsey, NY 10952",Ohr Somayach - Tanenbaum Educational Center
"2500 Walnut Hill Lane, Dallas, TX 75229-5668",Parker University
"560 Ponce de Leon Ave.  Cr. Arroyo St., San Juan, PR 00919-2303",Electronic Data Processing College of Puerto Rico Inc
"558 Munoz Rivera Avenue, San Juan, PR 00919-0304",ICPR Junior College
"414 E Willow St, Scottsboro, AL 35768",Gaither and Company Beauty College
"2000 W. Commerical Boulevard, Fort Lauderdale, FL 33309",City College - Fort Lauderdale
"7020 Professional Way East, Suite 200, Sarasota, FL 34240",Meridian College
"3251 Panthersville Rd, Decatur, GA 30034-3832",Georgia Perimeter College
"495 N Indian Creek Dr, Clarkston, GA 30021-2397",Georgia Piedmont Technical College
"1881 California Ave, Wahiawa, HI 96786",Hawai'i Theological Seminary
"410 West Neioer Avenue, Suite B, Coeur d'Alene, ID 83814",Toni & Guy Hairdressing Academy - Coeur d'Alene
"17 N. State Street, Suite 500, Chicago, IL 60602",Cortiva Institute - Chicago
"1101 W Thorndale Ave, Itasca, IL 60143-1334",Environmental Technical Institute
"PO Box 5443, ROCKFORD, IL",OIC VOCATIONAL INSTITUTE
"622 B Westport Rd, Elizabethtown, KY 42701",Trend Setters Academy of Beauty Culture-Elizabethtown
"2845 Suncrest Drive, Jackson, MS 39212",Traxler's School of Hair
"305 Highway 16 West, Carthage, MS 39051",Jones Hair Design College
"8580 Evans Avenue, Berkeley, MO 63134",Vatterott College - Berkeley
"475 Rte 57 W, Washington, NJ 07882-4343",Warren County Community College
"1160 Camino Cruz Blanca, Santa Fe, NM 87505-4599",St. John's College
"1049 E 15th St, Brooklyn, NY 11230",Yeshiva and Kollel Harbotzas Torah
"3500 SW 119th St, Oklahoma City, OK 73170-9797",Mid-America Christian University
"3801 S Sheridan, Tulsa, OK 74145",Platt College
"3010 North 14th, Ponca City, OK 74601",Ponca City Beauty College
"12777 N Rockwell Ave, Oklahoma City, OK 73142-2789",Francis Tuttle Technology Center - Rockwell
"3138 South Garnett, Tulsa, OK 74146",Career Point College - Tulsa
"3 Central Tech Circle, Drumright, OK 74030",Central Technology Center - Drumright
"1720 South Main st, Sapulpa, OK 74066-6453",Central Technology Center - Sapulpa
"2004 Lloyd Center, 3rd Floor, Portland, OR 97232",Carrington College- Portland
"3201 Rockwell Ave, Scranton, PA 18508",Career Technology Center of Lackawanna County
"8360 Burnham Road Suite 100, El Paso, TX 79907",Brightwood College - El Paso
"4300-C West Bellfort, Houston, TX 77035",Houston Graduate School of Theology
"1400 West Villaret, San Antonio, TX 78224-2499",Palo Alto College
"4522 Fredericksburg Road, A-85, San Antonio, TX 78201",UCAS University of Cosmetology Arts & Sciences
"1400 N. Mays, Round Rock, TX 78664-4604",Central Texas Beauty College
"Estrella St 57, Ponce, PR 00731",International Junior College Ponce College of Tech
"30 Seminary Drive, Barrytown, NY 12507",Unification Theological Seminary
"800 US Hwy 29 N, Athens, GA 30601-1500",Athens Technical College
"1245 E Buckeye, Phoenix, AZ 85034-4101",Maricopa Skill Center
"602 Main St, Lewiston, ID 83501",Headmasters School of Hair Design
"120 Holly Street, Nampa, ID 83686-5104",The Salon Professional Academy
"16 Spiral Drive, Florence, KY 41042",Beckfield College
"2930 Woodward Ave, Detroit, MI 48201",Ecumenical Theological Seminary
"204 E Nepessing Street, Lapeer, MI 48446-7771",Health Enrichment Center Inc
"One College Hill, Newton, NJ 07860-9937",Sussex County Community College
"19 River Rd South, Putney, VT 05346",Landmark College
"155 Fifth Avenue South, Minneapolis, MN 55401",National Technological University
"24600 Greenfield Rd, Oak Park, MI 48237",Yeshiva Gedolah of Greater Detroit
"7640 Guadalupe Street, Austin, TX 78752-1333",Austin Graduate School of Theology
"3452 Spur 399, McKinney, TX 75069",Collin County Community College District
"631 W. Newport Pike, Graystone Plaza, Wilmington, DE 19804",Harrison Career Institute - Wilmington
"4800 New Hartford Rd, Owensboro, KY 42303",Owensboro Community and Technical College
"1653 Greenup Avenue, Ashland, KY 41101",Ashland School of Beauty Culture
"Briarwood Shopping Center, 1295 Main Street, Madisonville, KY 42431",Head's West Kentucky Beauty College
"74  Parkway Plaza Loop, Whitesburg, KY 41858",Jenny Lea Academy of Cosmetology
"356 Manchester Square Center, Suite15, Manchester, KY 40962",Southeast School of Cosmetology
"2514 Ferrand St, Monroe, LA 71201",Cloyds Beauty School #3
"4701 12th Avenue NW, PO Box 4701, Norman, OK 73069-8399",Moore Norman Technology Center - Norman
"175 Georges Fairchance Rd, Uniontown, PA 15401",Fayette County Career and Technical Institute
"1015 Philadelphia Avenue, Chambersburg, PA 17201",Franklin County Career and Technology Center
"8380 Kingston Pike, Knoxville, TN 37919",Paul Mitchell the School Knoxville
"720-B Arcadia, Hurst, TX 76053",Ogle School of Hair Skin Nails - Hurst
"1701 Carswell Ave, Waycross, GA 31503",Okefenokee Technical College
"1533 Highway 19 South, Thomaston, GA 30286-4752",Flint River Technical College
"100 White Bridge Rd, Nashville, TN 37209",Tennessee College of Applied Technology - Nashville
"5555 Greenwich Rd Ste 300, Virginia Beach, VA 23462",ECPI University
"6315 Bren Mar Dr, Alexandria, VA 22312",TESST College of Technology - Alexandria
"17 E Park Blvd, Villa Park, IL 60181",Ms. Roberts Academy of Hair Design
"40 Journal Square, 1st Floor, Jersey City, NJ 07306",Branford Hall Career Institute
"10516 Old Katy Freeway, Suite A, Houston, TX 77043",Paul Mitchell The School - Houston
"10003 Technology Blvd. West, Dallas, TX 75220-4316",ATI Career Training Center - Dallas
"1688 North Pricetown Road, Sr 534, Lake Milton, OH 44429",TDDS Technical Institute
"166 Slocum Street, Forty Fort, PA 18704-2936",Fortis Institute - Forty Fort
"1845 Walnut St 7th Fl, Philadelphia, PA 19103-4707",Orleans Technical Institute-Center City Campus
"11 East Penn St, Uniontown, PA 15401",Laurel Business Institute
"1700 Industrial Hwy, Lower Level, Pottstown, PA 19464",Antonelli Medical and Professional Institute
"3001 Grant Avenue, Philadelphia, PA 19114-1018",Aviation Institute of Maintenance - Philadelphia
"5925 Imperial Parkway, Suite 200, Mulberry, FL 33860",Fortis Institute - Mulberry
"400 Cornerstone Drive Suite 220, Williston, VT 05495",O'Brien's Aveda Institute
"5951-S Boymel Dr., Fairfield, OH 45014",Moler Pickens Beauty College
"6351 Boulevard 26, Suite 100, North Richland Hills, TX 76180-1529",ATI Career Training Center - North Richland Hills
"3300 W Bois D'Arc, PO Box 1807, Duncan, OK 73534",Red River Technology Center
"5650 Derry Street, Harrisburg, PA 17111",Brightwood Career Institute - Harrisburg
"750 Roberts St, Wadley, AL 36276",Southern Union State Community College
"1101 13th Street, Denver, CO 80204",National Theatre Conservatory
"602 S. 5th Street, Clinton, MO 64735",Clinton Technical School
"2124 Ambassador Cir, Lancaster, PA 17603",Consolidated School of Business
"60 Zimmerman Drive, Waynesburg, PA 15370-8281",Greene County Career and Technology Center
"13466 W Trepania Rd, Hayward, WI 54843",Lac Courte Oreilles Ojibwa Community College
"3010 Knight St, Ste 350, Shreveport, LA 31109",Diesel Driving Academy
"1000 South Fremont Avenue, A9w, Alhambra, CA 91803",Platt College
"7755 Center Ave, Huntington Beach, CA 92647",Platt College-Newport Beach
"3100 S Parker Rd, Aurora, CO 80014-3141",Platt College
"1270 South Vinnell Way, Boise, ID 83709",Paul Mitchell the School Boise
"400 E Gregory St, Mount Prospect, IL 60056-2522",Christian Life College
"3420 Main St, Skokie, IL 60076",Knowledge Systems Institute
"2601B North Mulford Road, Rockford, IL 61114",Educators of Beauty College of Cosmetology
"8067 Airline Highway, Baton Rouge, LA 70815",Diesel Driving Academy
"3420 S Memorial Dr, Tulsa, OK 74145-1390",Tulsa Technology Center - Lemley
"801 East 91st, Tulsa, OK 74132-4008",Tulsa Technology Center - Riverside Campus
"4600 South Olive Ave, Broken Arrow, OK 74011-1706",Tulsa Technology Center - Broken Arrow Campus
"331 East Grand River Ave, East Lansing, MI 48823",Douglas J Aveda Institute
